PlayerId,PlayerName,nb_rows_in_Actions,random_value,SUM(Actions.OffensiveRebounds),SUM(Actions.FreeThrowsMade),SUM(Actions.BlockedShots),SUM(Actions.Points),SUM(Actions.FieldGoalAttempts),SUM(Actions.BlocksAgainst),SUM(Actions.PlusMinus),SUM(Actions.TotalRebounds),SUM(Actions.Turnovers),SUM(Actions.3PointAttempts),SUM(Actions.Starter),SUM(Actions.Minutes),SUM(Actions.PersonalFouls),SUM(Actions.DefensiveRebounds),SUM(Actions.Assists),SUM(Actions.FreeThrowAttempts),SUM(Actions.FieldGoalsMade),SUM(Actions.Steals),STD(Actions.OffensiveRebounds),STD(Actions.FreeThrowsMade),STD(Actions.BlockedShots),STD(Actions.Points),STD(Actions.FieldGoalAttempts),STD(Actions.BlocksAgainst),STD(Actions.PlusMinus),STD(Actions.TotalRebounds),STD(Actions.Turnovers),STD(Actions.3PointAttempts),STD(Actions.Starter),STD(Actions.Minutes),STD(Actions.PersonalFouls),STD(Actions.DefensiveRebounds),STD(Actions.Assists),STD(Actions.FreeThrowAttempts),STD(Actions.FieldGoalsMade),STD(Actions.Steals),MAX(Actions.OffensiveRebounds),MAX(Actions.FreeThrowsMade),MAX(Actions.BlockedShots),MAX(Actions.Points),MAX(Actions.FieldGoalAttempts),MAX(Actions.BlocksAgainst),MAX(Actions.PlusMinus),MAX(Actions.TotalRebounds),MAX(Actions.Turnovers),MAX(Actions.Starter),MAX(Actions.Minutes),MAX(Actions.PersonalFouls),MAX(Actions.DefensiveRebounds),MAX(Actions.Assists),MAX(Actions.FreeThrowAttempts),MAX(Actions.FieldGoalsMade),MAX(Actions.Steals),SKEW(Actions.OffensiveRebounds),SKEW(Actions.FreeThrowsMade),SKEW(Actions.BlockedShots),SKEW(Actions.Points),SKEW(Actions.FieldGoalAttempts),SKEW(Actions.BlocksAgainst),SKEW(Actions.PlusMinus),SKEW(Actions.TotalRebounds),SKEW(Actions.Turnovers),SKEW(Actions.Starter),SKEW(Actions.Minutes),SKEW(Actions.PersonalFouls),SKEW(Actions.DefensiveRebounds),SKEW(Actions.Assists),SKEW(Actions.FreeThrowAttempts),SKEW(Actions.FieldGoalsMade),SKEW(Actions.Steals),MIN(Actions.OffensiveRebounds),MIN(Actions.FreeThrowsMade),MIN(Actions.BlockedShots),MIN(Actions.Points),MIN(Actions.FieldGoalAttempts),MIN(Actions.BlocksAgainst),MIN(Actions.PlusMinus),MIN(Actions.TotalRebounds),MIN(Actions.Turnovers),MIN(Actions.Starter),MIN(Actions.Minutes),MIN(Actions.PersonalFouls),MIN(Actions.DefensiveRebounds),MIN(Actions.Assists),MIN(Actions.FreeThrowAttempts),MIN(Actions.FieldGoalsMade),MIN(Actions.Steals),MEAN(Actions.OffensiveRebounds),MEAN(Actions.FreeThrowsMade),MEAN(Actions.BlockedShots),MEAN(Actions.Points),MEAN(Actions.FieldGoalAttempts),MEAN(Actions.BlocksAgainst),MEAN(Actions.PlusMinus),MEAN(Actions.TotalRebounds),MEAN(Actions.Turnovers),MEAN(Actions.Starter),MEAN(Actions.Minutes),MEAN(Actions.PersonalFouls),MEAN(Actions.DefensiveRebounds),MEAN(Actions.Assists),MEAN(Actions.FreeThrowAttempts),MEAN(Actions.FieldGoalsMade),MEAN(Actions.Steals),MODE(Actions.TeamId),MODE(Actions.GameId),add_numerical
291,Chris Singleton,2,0.025201228884484173,1.0,2.0,0.0,9.0,3.0,0.0,1.0,1.0,1.0,6.0,0.0,355.0,0.0,0.0,0.0,3.0,3.0,0.0,0.7071067811865476,1.4142135623730951,0.0,6.363961030678928,2.1213203435596424,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,0.0,251.02290732122438,0.0,0.0,0.0,2.1213203435596424,2.1213203435596424,0.0,1.0,2.0,0.0,9.0,3.0,0.0,1.0,1.0,1.0,0.0,355.0,0.0,0.0,0.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,4.5,1.5,0.0,0.5,0.5,0.5,0.0,177.5,0.0,0.0,0.0,1.5,1.5,0.0,23.0,9.0,291
292,Garrett Temple,2,0.37003929396836444,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,222.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1213203435596424,0.0,1.4142135623730951,0.0,0.0,156.97770542341354,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,222.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,111.0,0.5,0.0,0.0,0.0,0.0,0.0,23.0,9.0,292
293,Michael Kidd-Gilchrist,3,0.050023871191369196,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,6.0,0.0,147.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1213203435596424,0.7071067811865476,0.0,2.8284271247461903,0.7071067811865476,0.0,0.0,0.0,103.94469683442249,0.0,0.7071067811865476,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,147.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,2.0,0.5,0.0,0.0,73.5,0.0,0.5,0.0,0.0,0.5,0.0,23.0,9.0,293
294,Josh McRoberts,3,0.05625219596916098,4.0,8.0,0.0,10.0,10.0,3.0,17.0,14.0,1.0,9.0,3.0,3439.0,2.0,10.0,3.0,10.0,1.0,2.0,1.5275252316519468,2.5166114784235836,0.0,3.511884584284246,1.5275252316519468,0.0,4.041451884327381,2.3094010767585034,0.5773502691896258,0.0,0.0,126.06479815290756,1.1547005383792517,1.5275252316519468,1.0,3.055050463303893,0.5773502691896258,0.5773502691896258,3.0,5.0,0.0,7.0,5.0,1.0,10.0,6.0,1.0,1.0,1250.0,2.0,5.0,2.0,6.0,1.0,1.0,0.9352195295828248,-0.5855827262813874,0.0,0.42327316026800593,0.9352195295828235,0.0,0.722108645721135,-1.7320508075688787,1.732050807568878,0.0,-1.19812580294221,1.732050807568878,0.9352195295828237,0.0,-0.9352195295828248,1.732050807568878,-1.732050807568877,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1006.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.6666666666666665,0.0,3.3333333333333335,3.3333333333333335,1.0,5.666666666666667,4.666666666666667,0.3333333333333333,1.0,1146.3333333333333,0.6666666666666666,3.3333333333333335,1.0,3.3333333333333335,0.3333333333333333,0.6666666666666666,24.0,9.0,294
295,Al Jefferson,3,0.8125048156045186,3.0,0.0,1.0,2.0,2.0,0.0,-3.0,5.0,0.0,9.0,1.0,1633.0,1.0,2.0,1.0,0.0,1.0,0.0,1.7320508075688772,0.0,0.5773502691896258,1.1547005383792517,1.1547005383792517,0.0,1.7320508075688772,2.8867513459481287,0.0,0.0,0.5773502691896258,942.8129895866589,0.5773502691896258,1.1547005383792517,0.5773502691896258,0.0,0.5773502691896258,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,1.0,1633.0,1.0,2.0,1.0,0.0,1.0,0.0,1.7320508075688774,0.0,1.732050807568878,1.732050807568878,1.732050807568878,0.0,-1.7320508075688774,1.7320508075688767,0.0,1.732050807568878,1.732050807568877,1.732050807568878,1.732050807568878,1.732050807568878,0.0,1.732050807568878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,-1.0,1.6666666666666667,0.0,0.3333333333333333,544.3333333333334,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,24.0,9.0,295
296,Gerald Henderson,3,0.7584952550901878,8.0,13.0,3.0,73.0,60.0,4.0,17.0,37.0,3.0,9.0,3.0,6443.0,4.0,29.0,0.0,16.0,30.0,0.0,1.5275252316519468,2.309401076758503,1.0,5.033222956847167,3.605551275463989,1.5275252316519465,7.094598884597588,3.214550253664318,1.0,0.0,0.0,288.30770599020303,1.5275252316519468,2.081665999466133,0.0,4.041451884327381,2.6457513110645907,0.0,4.0,7.0,2.0,29.0,24.0,3.0,12.0,16.0,2.0,1.0,2403.0,3.0,12.0,0.0,10.0,13.0,0.0,-0.9352195295828237,1.7320508075688785,0.0,-0.5855827262813856,1.1520696383139377,0.9352195295828248,-0.8158430891370945,1.5453925256950198,0.0,0.0,-0.8594884659544604,0.9352195295828252,1.2933427807333984,0.0,1.7320508075688785,1.457862967321305,0.0,1.0,3.0,0.0,19.0,17.0,0.0,-2.0,10.0,0.0,1.0,1835.0,0.0,8.0,0.0,3.0,8.0,0.0,2.6666666666666665,4.333333333333333,1.0,24.333333333333332,20.0,1.3333333333333333,5.666666666666667,12.333333333333334,1.0,1.0,2147.6666666666665,1.3333333333333333,9.666666666666666,0.0,5.333333333333333,10.0,0.0,24.0,9.0,296
297,Kemba Walker,3,0.5669239960235924,0.0,9.0,2.0,30.0,22.0,1.0,24.0,8.0,4.0,9.0,3.0,4587.0,8.0,8.0,8.0,11.0,10.0,3.0,0.0,0.0,1.1547005383792517,3.605551275463989,0.5773502691896257,0.5773502691896258,8.18535277187245,0.5773502691896258,1.5275252316519465,0.0,0.0,136.29380029920657,2.0816659994661326,0.5773502691896258,1.1547005383792515,0.5773502691896257,1.5275252316519468,0.0,0.0,3.0,2.0,14.0,8.0,1.0,15.0,3.0,3.0,1.0,1625.0,5.0,3.0,4.0,4.0,5.0,1.0,0.0,0.0,1.732050807568878,1.1520696383139377,1.7320508075688823,1.732050807568878,-1.033881715672016,-1.732050807568875,0.9352195295828248,0.0,-1.5970969928697365,1.293342780733397,-1.732050807568875,1.7320508075688785,-1.732050807568875,0.9352195295828237,0.0,0.0,3.0,0.0,7.0,7.0,0.0,-1.0,2.0,0.0,1.0,1373.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,0.6666666666666666,10.0,7.333333333333333,0.3333333333333333,8.0,2.6666666666666665,1.3333333333333333,1.0,1529.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.6666666666666665,3.3333333333333335,1.0,24.0,9.0,297
298,Cody Zeller,3,0.2009851043096451,3.0,13.0,1.0,42.0,43.0,3.0,51.0,15.0,5.0,9.0,3.0,5597.0,8.0,12.0,25.0,14.0,14.0,2.0,1.0,4.041451884327381,0.5773502691896258,6.557438524302,8.020806277010642,1.0,2.6457513110645907,5.0,2.0816659994661326,0.0,0.0,571.7100080751895,1.1547005383792515,4.0,2.8867513459481287,4.618802153517007,1.5275252316519465,0.5773502691896258,2.0,9.0,1.0,21.0,22.0,2.0,20.0,10.0,4.0,1.0,2292.0,4.0,8.0,10.0,10.0,6.0,1.0,0.0,1.7320508075688785,1.732050807568878,0.670284413787495,-0.37144328244633085,0.0,1.457862967321305,0.0,1.2933427807333955,0.0,-1.4896304848323914,1.7320508075688785,0.0,-1.7320508075688792,1.732050807568877,-0.9352195295828264,-1.732050807568877,0.0,2.0,0.0,8.0,6.0,0.0,15.0,0.0,0.0,1.0,1216.0,2.0,0.0,5.0,2.0,3.0,0.0,1.0,4.333333333333333,0.3333333333333333,14.0,14.333333333333334,1.0,17.0,5.0,1.6666666666666667,1.0,1865.6666666666667,2.6666666666666665,4.0,8.333333333333334,4.666666666666667,4.666666666666667,0.6666666666666666,24.0,9.0,298
299,Bismack Biyombo,3,0.5662790248034801,5.0,14.0,3.0,32.0,13.0,1.0,33.0,20.0,6.0,9.0,2.0,4324.0,5.0,15.0,5.0,20.0,9.0,1.0,1.1547005383792517,2.081665999466133,1.0,3.7859388972001824,0.5773502691896257,0.5773502691896258,2.0,2.3094010767585034,1.0,0.0,0.5773502691896258,202.40141633233037,0.5773502691896257,2.0,1.5275252316519465,1.1547005383792517,1.0,0.5773502691896258,3.0,7.0,2.0,15.0,5.0,1.0,13.0,8.0,3.0,1.0,1617.0,2.0,7.0,3.0,8.0,4.0,1.0,1.732050807568877,1.2933427807333953,0.0,1.597096992869738,1.7320508075688823,1.732050807568878,0.0,-1.7320508075688787,0.0,-1.732050807568877,-0.9636234712929787,-1.7320508075688785,0.0,-0.9352195295828248,1.732050807568875,0.0,1.732050807568878,1.0,3.0,0.0,8.0,4.0,0.0,9.0,4.0,1.0,0.0,1220.0,1.0,3.0,0.0,6.0,2.0,0.0,1.6666666666666667,4.666666666666667,1.0,10.666666666666666,4.333333333333333,0.3333333333333333,11.0,6.666666666666667,2.0,0.6666666666666666,1441.3333333333333,1.6666666666666667,5.0,1.6666666666666667,6.666666666666667,3.0,0.3333333333333333,24.0,9.0,299
300,Gary Neal,3,0.11374684870561247,5.0,0.0,3.0,19.0,6.0,0.0,30.0,9.0,1.0,9.0,0.0,2197.0,4.0,4.0,1.0,0.0,4.0,1.0,2.0816659994661326,0.0,1.0,5.859465277082315,1.0,0.0,7.211102550927978,3.605551275463989,0.5773502691896258,0.0,0.0,288.307705990203,1.5275252316519468,1.5275252316519468,0.5773502691896258,0.0,0.5773502691896257,0.5773502691896258,4.0,0.0,2.0,13.0,3.0,0.0,18.0,7.0,1.0,0.0,1045.0,3.0,3.0,1.0,0.0,2.0,1.0,1.2933427807333955,0.0,0.0,1.507808483969717,0.0,0.0,1.1520696383139377,1.1520696383139377,1.732050807568878,0.0,0.8594884659544637,0.9352195295828252,0.9352195295828252,1.732050807568878,0.0,1.7320508075688785,1.732050807568878,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6666666666666667,0.0,1.0,6.333333333333333,2.0,0.0,10.0,3.0,0.3333333333333333,0.0,732.3333333333334,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,24.0,9.0,300
301,Luke Ridnour,3,0.04298543586226333,1.0,7.0,0.0,36.0,26.0,1.0,28.0,9.0,5.0,9.0,0.0,3892.0,4.0,8.0,6.0,7.0,13.0,1.0,0.5773502691896258,0.5773502691896257,0.0,3.0,2.3094010767585034,0.5773502691896258,14.6401275039985,3.0,1.5275252316519468,0.0,0.0,192.03211536962598,0.5773502691896257,2.516611478423583,1.0,0.5773502691896257,1.5275252316519465,0.5773502691896258,1.0,3.0,0.0,15.0,10.0,1.0,25.0,6.0,3.0,0.0,1507.0,2.0,5.0,3.0,3.0,6.0,1.0,1.732050807568878,1.732050807568875,0.0,0.0,-1.732050807568875,1.732050807568878,0.6989885498064579,0.0,-0.9352195295828252,0.0,0.9438114356614126,1.7320508075688785,-0.5855827262813873,0.0,1.732050807568875,0.9352195295828264,1.732050807568878,0.0,2.0,0.0,9.0,6.0,0.0,-4.0,0.0,0.0,0.0,1130.0,1.0,0.0,1.0,2.0,3.0,0.0,0.3333333333333333,2.3333333333333335,0.0,12.0,8.666666666666666,0.3333333333333333,9.333333333333334,3.0,1.6666666666666667,0.0,1297.3333333333333,1.3333333333333333,2.6666666666666665,2.0,2.3333333333333335,4.333333333333333,0.3333333333333333,24.0,9.0,301
302,Chris Douglas-Roberts,3,0.8176584026676915,0.0,0.0,0.0,10.0,12.0,0.0,-8.0,3.0,3.0,9.0,0.0,2581.0,4.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,4.163331998932265,3.4641016151377544,0.0,11.846237095944574,1.0,1.0,0.0,0.0,312.81677278134134,0.5773502691896258,1.0,0.0,0.0,1.5275252316519468,0.5773502691896258,0.0,0.0,0.0,8.0,8.0,0.0,11.0,2.0,2.0,0.0,1202.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.2933427807333955,1.7320508075688774,0.0,1.7181759131659555,0.0,0.0,0.0,0.9483920673545252,1.7320508075688787,0.0,0.0,0.0,0.9352195295828252,1.732050807568878,0.0,0.0,0.0,0.0,2.0,0.0,-10.0,0.0,0.0,0.0,588.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,4.0,0.0,-2.6666666666666665,1.0,1.0,0.0,860.3333333333334,1.3333333333333333,1.0,1.0,0.0,1.3333333333333333,0.3333333333333333,24.0,9.0,302
303,Jannero Pargo,3,0.03397450992030071,1.0,8.0,1.0,37.0,20.0,2.0,27.0,8.0,4.0,9.0,0.0,5022.0,3.0,7.0,7.0,10.0,12.0,1.0,0.5773502691896258,0.5773502691896258,0.5773502691896258,6.658328118479393,2.081665999466133,1.1547005383792517,7.0,0.5773502691896258,0.5773502691896257,0.0,0.0,192.06509313251067,0.0,0.5773502691896257,2.0816659994661326,0.5773502691896257,3.0,0.5773502691896258,1.0,3.0,1.0,18.0,9.0,2.0,17.0,3.0,2.0,0.0,1874.0,1.0,3.0,4.0,4.0,7.0,1.0,1.732050807568878,-1.732050807568875,1.732050807568878,-1.0558318939643117,1.293342780733395,1.732050807568878,1.5743440233236154,-1.732050807568875,1.7320508075688785,0.0,0.39518203833947607,0.0,1.732050807568875,-1.293342780733397,1.732050807568875,0.0,1.732050807568878,0.0,2.0,0.0,5.0,5.0,0.0,4.0,2.0,1.0,0.0,1491.0,1.0,2.0,0.0,3.0,1.0,0.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,12.333333333333334,6.666666666666667,0.6666666666666666,9.0,2.6666666666666665,1.3333333333333333,0.0,1674.0,1.0,2.3333333333333335,2.3333333333333335,3.3333333333333335,4.0,0.3333333333333333,24.0,9.0,303
304,Anthony Tolliver,3,0.7665465549354662,1.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,0.0,9.0,0.0,462.0,1.0,0.0,5.0,0.0,2.0,0.0,0.5773502691896258,0.0,0.0,2.8867513459481287,2.8867513459481287,0.0,2.3094010767585034,0.5773502691896258,0.0,0.0,0.0,266.73582436560713,0.5773502691896258,0.0,2.8867513459481287,0.0,1.1547005383792517,0.0,1.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,0.0,0.0,462.0,1.0,0.0,5.0,0.0,2.0,0.0,1.732050807568878,0.0,0.0,1.7320508075688767,1.7320508075688767,0.0,1.732050807568878,1.732050807568878,0.0,0.0,1.7320508075688772,1.732050807568878,0.0,1.7320508075688767,0.0,1.732050807568878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,1.3333333333333333,0.3333333333333333,0.0,0.0,154.0,0.3333333333333333,0.0,1.6666666666666667,0.0,0.6666666666666666,0.0,24.0,9.0,304
305,DJ White,3,0.2481063309448147,2.0,3.0,0.0,29.0,15.0,0.0,17.0,10.0,1.0,9.0,0.0,2656.0,4.0,8.0,6.0,4.0,9.0,0.0,0.5773502691896258,1.0,0.0,8.504900548115383,4.358898943540674,0.0,9.814954576223638,4.163331998932265,0.5773502691896258,0.0,0.0,769.4714636250868,1.5275252316519468,3.7859388972001824,2.6457513110645907,1.1547005383792517,2.6457513110645907,0.0,1.0,2.0,0.0,16.0,8.0,0.0,17.0,8.0,1.0,0.0,1393.0,3.0,7.0,5.0,2.0,5.0,0.0,-1.732050807568877,0.0,0.0,-1.4927690762210624,-1.6300591617118865,0.0,1.732050807568877,1.2933427807333955,1.732050807568878,0.0,-1.6765985199309912,0.9352195295828252,1.597096992869737,1.457862967321305,-1.732050807568877,-1.457862967321305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,9.666666666666666,5.0,0.0,5.666666666666667,3.3333333333333335,0.3333333333333333,0.0,885.3333333333334,1.3333333333333333,2.6666666666666665,2.0,1.3333333333333333,3.0,0.0,24.0,9.0,305
306,Paul George,2,0.18652675874610247,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,1.0,0.0,9.0,0.0,367.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,1.1547005383792517,0.5773502691896258,0.0,0.0,0.0,211.88754879259267,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,367.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.732050807568878,0.0,-1.732050807568878,1.732050807568878,0.0,0.0,1.732050807568878,0.0,1.732050807568878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.6666666666666666,0.3333333333333333,0.0,0.0,122.33333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,24.0,9.0,306
307,David West,2,0.7101304998215847,2.0,14.0,0.0,53.0,36.0,1.0,5.0,19.0,5.0,6.0,2.0,4679.0,5.0,17.0,10.0,16.0,16.0,2.0,0.0,2.8284271247461903,0.0,0.7071067811865476,1.4142135623730951,0.7071067811865476,9.192388155425117,4.949747468305833,0.7071067811865476,0.0,0.0,108.18733752154178,0.7071067811865476,4.949747468305833,2.8284271247461903,2.8284271247461903,1.4142135623730951,1.4142135623730951,1.0,9.0,0.0,27.0,19.0,1.0,9.0,13.0,3.0,1.0,2416.0,3.0,12.0,7.0,10.0,9.0,2.0,,,,,,,,,,,,,,,,,,1.0,5.0,0.0,26.0,17.0,0.0,-4.0,6.0,2.0,1.0,2263.0,2.0,5.0,3.0,6.0,7.0,0.0,1.0,7.0,0.0,26.5,18.0,0.5,2.5,9.5,2.5,1.0,2339.5,2.5,8.5,5.0,8.0,8.0,1.0,25.0,13.0,307
308,Roy Hibbert,2,0.9128116417694088,3.0,4.0,2.0,36.0,26.0,0.0,-4.0,15.0,0.0,6.0,2.0,4051.0,4.0,12.0,7.0,4.0,16.0,2.0,0.7071067811865476,1.4142135623730951,1.4142135623730951,4.242640687119285,4.242640687119285,0.0,4.242640687119285,0.7071067811865476,0.0,0.0,0.0,50.204581464244875,1.4142135623730951,0.0,0.7071067811865476,1.4142135623730951,1.4142135623730951,1.4142135623730951,2.0,3.0,2.0,21.0,16.0,0.0,1.0,8.0,0.0,1.0,2061.0,3.0,6.0,4.0,3.0,9.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,15.0,10.0,0.0,-5.0,7.0,0.0,1.0,1990.0,1.0,6.0,3.0,1.0,7.0,0.0,1.5,2.0,1.0,18.0,13.0,0.0,-2.0,7.5,0.0,1.0,2025.5,2.0,6.0,3.5,2.0,8.0,1.0,25.0,13.0,308
309,Lance Stephenson,2,0.19811919008272716,2.0,5.0,3.0,23.0,23.0,1.0,-6.0,5.0,3.0,6.0,2.0,3653.0,9.0,3.0,3.0,7.0,9.0,1.0,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,2.1213203435596424,0.7071067811865476,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.0,0.0,119.50104602052653,0.7071067811865476,0.7071067811865476,2.1213203435596424,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.0,3.0,2.0,12.0,13.0,1.0,-2.0,3.0,2.0,1.0,1911.0,5.0,2.0,3.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,11.0,10.0,0.0,-4.0,2.0,1.0,1.0,1742.0,4.0,1.0,0.0,3.0,4.0,0.0,1.0,2.5,1.5,11.5,11.5,0.5,-3.0,2.5,1.5,1.0,1826.5,4.5,1.5,1.5,3.5,4.5,0.5,25.0,13.0,309
310,George Hill,2,0.19567811082641207,0.0,1.0,0.0,17.0,15.0,1.0,-3.0,8.0,5.0,6.0,2.0,3733.0,6.0,8.0,5.0,2.0,7.0,1.0,0.0,0.7071067811865476,0.0,3.5355339059327378,3.5355339059327378,0.7071067811865476,16.263455967290593,1.4142135623730951,0.7071067811865476,0.0,0.0,245.36605307173198,1.4142135623730951,1.4142135623730951,2.1213203435596424,1.4142135623730951,2.1213203435596424,0.7071067811865476,0.0,1.0,0.0,11.0,10.0,1.0,10.0,5.0,3.0,1.0,2040.0,4.0,5.0,4.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.0,5.0,0.0,-13.0,3.0,2.0,1.0,1693.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.5,0.0,8.5,7.5,0.5,-1.5,4.0,2.5,1.0,1866.5,3.0,4.0,2.5,1.0,3.5,0.5,25.0,13.0,310
311,Luis Scola,2,0.9125347065713415,0.0,7.0,0.0,20.0,14.0,1.0,12.0,5.0,1.0,6.0,2.0,4429.0,4.0,5.0,7.0,9.0,6.0,2.0,0.0,0.7071067811865476,0.0,2.8284271247461903,2.8284271247461903,0.7071067811865476,12.727922061357855,2.1213203435596424,0.7071067811865476,0.0,0.0,153.4421715174808,1.4142135623730951,2.1213203435596424,2.1213203435596424,0.7071067811865476,1.4142135623730951,0.0,0.0,4.0,0.0,12.0,9.0,1.0,15.0,4.0,1.0,1.0,2323.0,3.0,4.0,5.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,8.0,5.0,0.0,-3.0,1.0,0.0,1.0,2106.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,3.5,0.0,10.0,7.0,0.5,6.0,2.5,0.5,1.0,2214.5,2.0,2.5,3.5,4.5,3.0,1.0,25.0,13.0,311
312,Evan Turner,2,0.5031671020986501,5.0,3.0,0.0,15.0,14.0,1.0,3.0,12.0,2.0,6.0,0.0,1709.0,5.0,7.0,3.0,6.0,6.0,0.0,2.1213203435596424,2.1213203435596424,0.0,2.1213203435596424,0.0,0.7071067811865476,6.363961030678928,1.4142135623730951,1.4142135623730951,0.0,0.0,50.204581464244875,2.1213203435596424,0.7071067811865476,0.7071067811865476,1.4142135623730951,0.0,0.0,4.0,3.0,0.0,9.0,7.0,1.0,6.0,7.0,2.0,0.0,890.0,4.0,4.0,2.0,4.0,3.0,0.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,6.0,7.0,0.0,-3.0,5.0,0.0,0.0,819.0,1.0,3.0,1.0,2.0,3.0,0.0,2.5,1.5,0.0,7.5,7.0,0.5,1.5,6.0,1.0,0.0,854.5,2.5,3.5,1.5,3.0,3.0,0.0,25.0,13.0,312
