PlayerId,PlayerName,nb_rows_in_Actions,random_value,SUM(Actions.TotalRebounds),SUM(Actions.OffensiveRebounds),SUM(Actions.Assists),SUM(Actions.PersonalFouls),SUM(Actions.Turnovers),SUM(Actions.3PointsMade),SUM(Actions.FieldGoalsMade),SUM(Actions.FreeThrowsMade),SUM(Actions.FreeThrowAttempts),SUM(Actions.BlocksAgainst),SUM(Actions.PlusMinus),SUM(Actions.Steals),SUM(Actions.Starter),SUM(Actions.Minutes),SUM(Actions.DefensiveRebounds),SUM(Actions.Points),SUM(Actions.BlockedShots),SUM(Actions.FieldGoalAttempts),STD(Actions.TotalRebounds),STD(Actions.OffensiveRebounds),STD(Actions.Assists),STD(Actions.PersonalFouls),STD(Actions.Turnovers),STD(Actions.3PointsMade),STD(Actions.FieldGoalsMade),STD(Actions.FreeThrowsMade),STD(Actions.FreeThrowAttempts),STD(Actions.BlocksAgainst),STD(Actions.PlusMinus),STD(Actions.Steals),STD(Actions.Starter),STD(Actions.Minutes),STD(Actions.DefensiveRebounds),STD(Actions.Points),STD(Actions.BlockedShots),STD(Actions.FieldGoalAttempts),MAX(Actions.TotalRebounds),MAX(Actions.OffensiveRebounds),MAX(Actions.Assists),MAX(Actions.PersonalFouls),MAX(Actions.Turnovers),MAX(Actions.FieldGoalsMade),MAX(Actions.FreeThrowsMade),MAX(Actions.FreeThrowAttempts),MAX(Actions.BlocksAgainst),MAX(Actions.PlusMinus),MAX(Actions.Steals),MAX(Actions.Starter),MAX(Actions.Minutes),MAX(Actions.DefensiveRebounds),MAX(Actions.Points),MAX(Actions.BlockedShots),MAX(Actions.FieldGoalAttempts),SKEW(Actions.TotalRebounds),SKEW(Actions.OffensiveRebounds),SKEW(Actions.Assists),SKEW(Actions.PersonalFouls),SKEW(Actions.Turnovers),SKEW(Actions.FieldGoalsMade),SKEW(Actions.FreeThrowsMade),SKEW(Actions.FreeThrowAttempts),SKEW(Actions.BlocksAgainst),SKEW(Actions.PlusMinus),SKEW(Actions.Steals),SKEW(Actions.Starter),SKEW(Actions.Minutes),SKEW(Actions.DefensiveRebounds),SKEW(Actions.Points),SKEW(Actions.BlockedShots),SKEW(Actions.FieldGoalAttempts),MIN(Actions.TotalRebounds),MIN(Actions.OffensiveRebounds),MIN(Actions.Assists),MIN(Actions.PersonalFouls),MIN(Actions.Turnovers),MIN(Actions.FieldGoalsMade),MIN(Actions.FreeThrowsMade),MIN(Actions.FreeThrowAttempts),MIN(Actions.BlocksAgainst),MIN(Actions.PlusMinus),MIN(Actions.Steals),MIN(Actions.Starter),MIN(Actions.Minutes),MIN(Actions.DefensiveRebounds),MIN(Actions.Points),MIN(Actions.BlockedShots),MIN(Actions.FieldGoalAttempts),MEAN(Actions.TotalRebounds),MEAN(Actions.OffensiveRebounds),MEAN(Actions.Assists),MEAN(Actions.PersonalFouls),MEAN(Actions.Turnovers),MEAN(Actions.FieldGoalsMade),MEAN(Actions.FreeThrowsMade),MEAN(Actions.FreeThrowAttempts),MEAN(Actions.BlocksAgainst),MEAN(Actions.PlusMinus),MEAN(Actions.Steals),MEAN(Actions.Starter),MEAN(Actions.Minutes),MEAN(Actions.DefensiveRebounds),MEAN(Actions.Points),MEAN(Actions.BlockedShots),MEAN(Actions.FieldGoalAttempts),MODE(Actions.GameId),MODE(Actions.TeamId),add_numerical
298,Cody Zeller,3,0.8863474008480562,15.0,3.0,25.0,8.0,5.0,9.0,14.0,13.0,14.0,3.0,51.0,2.0,3.0,5597.0,12.0,42.0,1.0,43.0,5.0,1.0,2.8867513459481287,1.1547005383792515,2.0816659994661326,0.0,1.5275252316519465,4.041451884327381,4.618802153517007,1.0,2.6457513110645907,0.5773502691896258,0.0,571.7100080751895,4.0,6.557438524302,0.5773502691896258,8.020806277010642,10.0,2.0,10.0,4.0,4.0,6.0,9.0,10.0,2.0,20.0,1.0,1.0,2292.0,8.0,21.0,1.0,22.0,0.0,0.0,-1.7320508075688792,1.7320508075688785,1.2933427807333955,-0.9352195295828264,1.7320508075688785,1.732050807568877,0.0,1.457862967321305,-1.732050807568877,0.0,-1.4896304848323914,0.0,0.670284413787495,1.732050807568878,-0.37144328244633085,0.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,0.0,15.0,0.0,1.0,1216.0,0.0,8.0,0.0,6.0,5.0,1.0,8.333333333333334,2.6666666666666665,1.6666666666666667,4.666666666666667,4.333333333333333,4.666666666666667,1.0,17.0,0.6666666666666666,1.0,1865.6666666666667,4.0,14.0,0.3333333333333333,14.333333333333334,9.0,24.0,298
299,Bismack Biyombo,3,0.7382158954387287,20.0,5.0,5.0,5.0,6.0,9.0,9.0,14.0,20.0,1.0,33.0,1.0,2.0,4324.0,15.0,32.0,3.0,13.0,2.3094010767585034,1.1547005383792517,1.5275252316519465,0.5773502691896257,1.0,0.0,1.0,2.081665999466133,1.1547005383792517,0.5773502691896258,2.0,0.5773502691896258,0.5773502691896258,202.40141633233037,2.0,3.7859388972001824,1.0,0.5773502691896257,8.0,3.0,3.0,2.0,3.0,4.0,7.0,8.0,1.0,13.0,1.0,1.0,1617.0,7.0,15.0,2.0,5.0,-1.7320508075688787,1.732050807568877,-0.9352195295828248,-1.7320508075688785,0.0,0.0,1.2933427807333953,1.732050807568875,1.732050807568878,0.0,1.732050807568878,-1.732050807568877,-0.9636234712929787,0.0,1.597096992869738,0.0,1.7320508075688823,4.0,1.0,0.0,1.0,1.0,2.0,3.0,6.0,0.0,9.0,0.0,0.0,1220.0,3.0,8.0,0.0,4.0,6.666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,3.0,4.666666666666667,6.666666666666667,0.3333333333333333,11.0,0.3333333333333333,0.6666666666666666,1441.3333333333333,5.0,10.666666666666666,1.0,4.333333333333333,9.0,24.0,299
300,Gary Neal,3,0.1404653911221232,9.0,5.0,1.0,4.0,1.0,9.0,4.0,0.0,0.0,0.0,30.0,1.0,0.0,2197.0,4.0,19.0,3.0,6.0,3.605551275463989,2.0816659994661326,0.5773502691896258,1.5275252316519468,0.5773502691896258,0.0,0.5773502691896257,0.0,0.0,0.0,7.211102550927978,0.5773502691896258,0.0,288.307705990203,1.5275252316519468,5.859465277082315,1.0,1.0,7.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,18.0,1.0,0.0,1045.0,3.0,13.0,2.0,3.0,1.1520696383139377,1.2933427807333955,1.732050807568878,0.9352195295828252,1.732050807568878,1.7320508075688785,0.0,0.0,0.0,1.1520696383139377,1.732050807568878,0.0,0.8594884659544637,0.9352195295828252,1.507808483969717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,477.0,0.0,2.0,0.0,1.0,3.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,10.0,0.3333333333333333,0.0,732.3333333333334,1.3333333333333333,6.333333333333333,1.0,2.0,9.0,24.0,300
301,Luke Ridnour,3,0.1973527494911379,9.0,1.0,6.0,4.0,5.0,9.0,13.0,7.0,7.0,1.0,28.0,1.0,0.0,3892.0,8.0,36.0,0.0,26.0,3.0,0.5773502691896258,1.0,0.5773502691896257,1.5275252316519468,0.0,1.5275252316519465,0.5773502691896257,0.5773502691896257,0.5773502691896258,14.6401275039985,0.5773502691896258,0.0,192.03211536962598,2.516611478423583,3.0,0.0,2.3094010767585034,6.0,1.0,3.0,2.0,3.0,6.0,3.0,3.0,1.0,25.0,1.0,0.0,1507.0,5.0,15.0,0.0,10.0,0.0,1.732050807568878,0.0,1.7320508075688785,-0.9352195295828252,0.9352195295828264,1.732050807568875,1.732050807568875,1.732050807568878,0.6989885498064579,1.732050807568878,0.0,0.9438114356614126,-0.5855827262813873,0.0,0.0,-1.732050807568875,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,-4.0,0.0,0.0,1130.0,0.0,9.0,0.0,6.0,3.0,0.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,4.333333333333333,2.3333333333333335,2.3333333333333335,0.3333333333333333,9.333333333333334,0.3333333333333333,0.0,1297.3333333333333,2.6666666666666665,12.0,0.0,8.666666666666666,9.0,24.0,301
302,Chris Douglas-Roberts,3,0.020293195214889703,3.0,0.0,3.0,4.0,3.0,9.0,4.0,0.0,0.0,0.0,-8.0,1.0,0.0,2581.0,3.0,10.0,0.0,12.0,1.0,0.0,0.0,0.5773502691896258,1.0,0.0,1.5275252316519468,0.0,0.0,0.0,11.846237095944574,0.5773502691896258,0.0,312.81677278134134,1.0,4.163331998932265,0.0,3.4641016151377544,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,11.0,1.0,0.0,1202.0,2.0,8.0,0.0,8.0,0.0,0.0,0.0,1.7320508075688787,0.0,0.9352195295828252,0.0,0.0,0.0,1.7181759131659555,1.732050807568878,0.0,0.9483920673545252,0.0,1.2933427807333955,0.0,1.7320508075688774,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,588.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.3333333333333333,1.0,1.3333333333333333,0.0,0.0,0.0,-2.6666666666666665,0.3333333333333333,0.0,860.3333333333334,1.0,3.3333333333333335,0.0,4.0,9.0,24.0,302
303,Jannero Pargo,3,0.5918257498314917,8.0,1.0,7.0,3.0,4.0,9.0,12.0,8.0,10.0,2.0,27.0,1.0,0.0,5022.0,7.0,37.0,1.0,20.0,0.5773502691896258,0.5773502691896258,2.0816659994661326,0.0,0.5773502691896257,0.0,3.0,0.5773502691896258,0.5773502691896257,1.1547005383792517,7.0,0.5773502691896258,0.0,192.06509313251067,0.5773502691896257,6.658328118479393,0.5773502691896258,2.081665999466133,3.0,1.0,4.0,1.0,2.0,7.0,3.0,4.0,2.0,17.0,1.0,0.0,1874.0,3.0,18.0,1.0,9.0,-1.732050807568875,1.732050807568878,-1.293342780733397,0.0,1.7320508075688785,0.0,-1.732050807568875,1.732050807568875,1.732050807568878,1.5743440233236154,1.732050807568878,0.0,0.39518203833947607,1.732050807568875,-1.0558318939643117,1.732050807568878,1.293342780733395,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,1491.0,2.0,5.0,0.0,5.0,2.6666666666666665,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,4.0,2.6666666666666665,3.3333333333333335,0.6666666666666666,9.0,0.3333333333333333,0.0,1674.0,2.3333333333333335,12.333333333333334,0.3333333333333333,6.666666666666667,9.0,24.0,303
304,Anthony Tolliver,3,0.9424003371966194,1.0,1.0,5.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,462.0,0.0,5.0,0.0,5.0,0.5773502691896258,0.5773502691896258,2.8867513459481287,0.5773502691896258,0.0,0.0,1.1547005383792517,0.0,0.0,0.0,2.3094010767585034,0.0,0.0,266.73582436560713,0.0,2.8867513459481287,0.0,2.8867513459481287,1.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,462.0,0.0,5.0,0.0,5.0,1.732050807568878,1.732050807568878,1.7320508075688767,1.732050807568878,0.0,1.732050807568878,0.0,0.0,0.0,1.732050807568878,0.0,0.0,1.7320508075688772,0.0,1.7320508075688767,0.0,1.7320508075688767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,154.0,0.0,1.6666666666666667,0.0,1.6666666666666667,9.0,24.0,304
305,DJ White,3,0.0329503577100293,10.0,2.0,6.0,4.0,1.0,9.0,9.0,3.0,4.0,0.0,17.0,0.0,0.0,2656.0,8.0,29.0,0.0,15.0,4.163331998932265,0.5773502691896258,2.6457513110645907,1.5275252316519468,0.5773502691896258,0.0,2.6457513110645907,1.0,1.1547005383792517,0.0,9.814954576223638,0.0,0.0,769.4714636250868,3.7859388972001824,8.504900548115383,0.0,4.358898943540674,8.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,0.0,17.0,0.0,0.0,1393.0,7.0,16.0,0.0,8.0,1.2933427807333955,-1.732050807568877,1.457862967321305,0.9352195295828252,1.732050807568878,-1.457862967321305,0.0,-1.732050807568877,0.0,1.732050807568877,0.0,0.0,-1.6765985199309912,1.597096992869737,-1.4927690762210624,0.0,-1.6300591617118865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,3.0,1.0,1.3333333333333333,0.0,5.666666666666667,0.0,0.0,885.3333333333334,2.6666666666666665,9.666666666666666,0.0,5.0,9.0,24.0,305
306,Paul George,2,0.564369876519053,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,367.0,1.0,0.0,0.0,1.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1547005383792517,0.0,0.0,211.88754879259267,0.5773502691896258,0.0,0.0,0.5773502691896258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,1.0,0.0,0.0,1.0,1.732050807568878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.732050807568878,0.0,0.0,1.732050807568878,1.732050807568878,0.0,0.0,1.732050807568878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,0.0,0.0,122.33333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,9.0,24.0,306
307,David West,2,0.9878858067326041,19.0,2.0,10.0,5.0,5.0,6.0,16.0,14.0,16.0,1.0,5.0,2.0,2.0,4679.0,17.0,53.0,0.0,36.0,4.949747468305833,0.0,2.8284271247461903,0.7071067811865476,0.7071067811865476,0.0,1.4142135623730951,2.8284271247461903,2.8284271247461903,0.7071067811865476,9.192388155425117,1.4142135623730951,0.0,108.18733752154178,4.949747468305833,0.7071067811865476,0.0,1.4142135623730951,13.0,1.0,7.0,3.0,3.0,9.0,9.0,10.0,1.0,9.0,2.0,1.0,2416.0,12.0,27.0,0.0,19.0,,,,,,,,,,,,,,,,,,6.0,1.0,3.0,2.0,2.0,7.0,5.0,6.0,0.0,-4.0,0.0,1.0,2263.0,5.0,26.0,0.0,17.0,9.5,1.0,5.0,2.5,2.5,8.0,7.0,8.0,0.5,2.5,1.0,1.0,2339.5,8.5,26.5,0.0,18.0,13.0,25.0,307
308,Roy Hibbert,2,0.9508895570686117,15.0,3.0,7.0,4.0,0.0,6.0,16.0,4.0,4.0,0.0,-4.0,2.0,2.0,4051.0,12.0,36.0,2.0,26.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.4142135623730951,0.0,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,4.242640687119285,1.4142135623730951,0.0,50.204581464244875,0.0,4.242640687119285,1.4142135623730951,4.242640687119285,8.0,2.0,4.0,3.0,0.0,9.0,3.0,3.0,0.0,1.0,2.0,1.0,2061.0,6.0,21.0,2.0,16.0,,,,,,,,,,,,,,,,,,7.0,1.0,3.0,1.0,0.0,7.0,1.0,1.0,0.0,-5.0,0.0,1.0,1990.0,6.0,15.0,0.0,10.0,7.5,1.5,3.5,2.0,0.0,8.0,2.0,2.0,0.0,-2.0,1.0,1.0,2025.5,6.0,18.0,1.0,13.0,13.0,25.0,308
309,Lance Stephenson,2,0.24520018810295685,5.0,2.0,3.0,9.0,3.0,6.0,9.0,5.0,7.0,1.0,-6.0,1.0,2.0,3653.0,3.0,23.0,3.0,23.0,0.7071067811865476,0.0,2.1213203435596424,0.7071067811865476,0.7071067811865476,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.4142135623730951,0.7071067811865476,0.0,119.50104602052653,0.7071067811865476,0.7071067811865476,0.7071067811865476,2.1213203435596424,3.0,1.0,3.0,5.0,2.0,5.0,3.0,4.0,1.0,-2.0,1.0,1.0,1911.0,2.0,12.0,2.0,13.0,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,4.0,1.0,4.0,2.0,3.0,0.0,-4.0,0.0,1.0,1742.0,1.0,11.0,1.0,10.0,2.5,1.0,1.5,4.5,1.5,4.5,2.5,3.5,0.5,-3.0,0.5,1.0,1826.5,1.5,11.5,1.5,11.5,13.0,25.0,309
310,George Hill,2,0.5465343667427414,8.0,0.0,5.0,6.0,5.0,6.0,7.0,1.0,2.0,1.0,-3.0,1.0,2.0,3733.0,8.0,17.0,0.0,15.0,1.4142135623730951,0.0,2.1213203435596424,1.4142135623730951,0.7071067811865476,0.0,2.1213203435596424,0.7071067811865476,1.4142135623730951,0.7071067811865476,16.263455967290593,0.7071067811865476,0.0,245.36605307173198,1.4142135623730951,3.5355339059327378,0.0,3.5355339059327378,5.0,0.0,4.0,4.0,3.0,5.0,1.0,2.0,1.0,10.0,1.0,1.0,2040.0,5.0,11.0,0.0,10.0,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,-13.0,0.0,1.0,1693.0,3.0,6.0,0.0,5.0,4.0,0.0,2.5,3.0,2.5,3.5,0.5,1.0,0.5,-1.5,0.5,1.0,1866.5,4.0,8.5,0.0,7.5,13.0,25.0,310
311,Luis Scola,2,0.00483337464582323,5.0,0.0,7.0,4.0,1.0,6.0,6.0,7.0,9.0,1.0,12.0,2.0,2.0,4429.0,5.0,20.0,0.0,14.0,2.1213203435596424,0.0,2.1213203435596424,1.4142135623730951,0.7071067811865476,0.0,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.7071067811865476,12.727922061357855,0.0,0.0,153.4421715174808,2.1213203435596424,2.8284271247461903,0.0,2.8284271247461903,4.0,0.0,5.0,3.0,1.0,4.0,4.0,5.0,1.0,15.0,1.0,1.0,2323.0,4.0,12.0,0.0,9.0,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,1.0,0.0,2.0,3.0,4.0,0.0,-3.0,1.0,1.0,2106.0,1.0,8.0,0.0,5.0,2.5,0.0,3.5,2.0,0.5,3.0,3.5,4.5,0.5,6.0,1.0,1.0,2214.5,2.5,10.0,0.0,7.0,13.0,25.0,311
312,Evan Turner,2,0.6872678185550735,12.0,5.0,3.0,5.0,2.0,6.0,6.0,3.0,6.0,1.0,3.0,0.0,0.0,1709.0,7.0,15.0,0.0,14.0,1.4142135623730951,2.1213203435596424,0.7071067811865476,2.1213203435596424,1.4142135623730951,0.0,0.0,2.1213203435596424,1.4142135623730951,0.7071067811865476,6.363961030678928,0.0,0.0,50.204581464244875,0.7071067811865476,2.1213203435596424,0.0,0.0,7.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,6.0,0.0,0.0,890.0,4.0,9.0,0.0,7.0,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,-3.0,0.0,0.0,819.0,3.0,6.0,0.0,7.0,6.0,2.5,1.5,2.5,1.0,3.0,1.5,3.0,0.5,1.5,0.0,0.0,854.5,3.5,7.5,0.0,7.0,13.0,25.0,312
313,Ian Mahinmi,2,0.21208705457306698,8.0,3.0,2.0,3.0,1.0,6.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,2232.0,5.0,6.0,0.0,13.0,1.4142135623730951,2.1213203435596424,0.0,0.7071067811865476,0.7071067811865476,0.0,0.7071067811865476,0.0,0.0,2.8284271247461903,1.4142135623730951,0.7071067811865476,0.0,101.82337649086284,0.7071067811865476,1.4142135623730951,0.0,2.1213203435596424,5.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0,1188.0,3.0,4.0,0.0,8.0,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1044.0,2.0,2.0,0.0,5.0,4.0,1.5,1.0,1.5,0.5,1.5,0.0,0.0,2.0,2.0,0.5,0.0,1116.0,2.5,3.0,0.0,6.5,13.0,25.0,313
314,Rasual Butler,2,0.36929890292386525,8.0,3.0,1.0,3.0,2.0,6.0,5.0,4.0,6.0,0.0,7.0,1.0,0.0,2106.0,5.0,14.0,4.0,7.0,1.4142135623730951,0.7071067811865476,0.7071067811865476,2.1213203435596424,1.4142135623730951,0.0,2.1213203435596424,0.0,1.4142135623730951,0.0,10.606601717798213,0.7071067811865476,0.0,120.20815280171308,0.7071067811865476,4.242640687119285,1.4142135623730951,2.1213203435596424,5.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,0.0,11.0,1.0,0.0,1138.0,3.0,10.0,3.0,5.0,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-4.0,0.0,0.0,968.0,2.0,4.0,1.0,2.0,4.0,1.5,0.5,1.5,1.0,2.5,2.0,3.0,0.0,3.5,0.5,0.0,1053.0,2.5,7.0,2.0,3.5,13.0,25.0,314
315,Donald Sloan,2,0.08437409317407074,4.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,-10.0,0.0,0.0,877.0,4.0,2.0,1.0,3.0,1.4142135623730951,0.0,0.7071067811865476,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,36.062445840513924,1.4142135623730951,1.4142135623730951,0.7071067811865476,0.7071067811865476,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,464.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,413.0,1.0,0.0,0.0,1.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-5.0,0.0,0.0,438.5,2.0,1.0,0.5,1.5,13.0,25.0,315
316,Lavoy Allen,2,0.5891446069254139,2.0,0.0,4.0,1.0,1.0,6.0,3.0,2.0,2.0,0.0,-13.0,0.0,0.0,1331.0,2.0,9.0,0.0,6.0,0.0,0.0,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.0,2.1213203435596424,1.4142135623730951,1.4142135623730951,0.0,2.1213203435596424,0.0,0.0,153.4421715174808,0.0,6.363961030678928,0.0,1.4142135623730951,1.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,-5.0,0.0,0.0,774.0,1.0,9.0,0.0,4.0,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,557.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.5,0.5,1.5,1.0,1.0,0.0,-6.5,0.0,0.0,665.5,1.0,4.5,0.0,3.0,13.0,25.0,316
317,Chris Copeland,2,0.3874908276223349,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,317
318,Solomon Hill,2,0.43091422546512737,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,318
319,Luol Deng,1,0.9758095097925561,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,319
320,Tristan Thompson,1,0.32616531079427724,2.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,28.0,0.0,1.0,1262.0,2.0,8.0,0.0,7.0,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,28.0,0.0,1.0,1262.0,2.0,8.0,0.0,7.0,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,28.0,0.0,1.0,1262.0,2.0,8.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,28.0,0.0,1.0,1262.0,2.0,8.0,0.0,7.0,15.0,26.0,320
321,Spencer Hawes,1,0.27779661849068427,11.0,5.0,0.0,4.0,0.0,3.0,6.0,8.0,8.0,2.0,18.0,2.0,1.0,1948.0,6.0,20.0,1.0,10.0,,,,,,,,,,,,,,,,,,,11.0,5.0,0.0,4.0,0.0,6.0,8.0,8.0,2.0,18.0,2.0,1.0,1948.0,6.0,20.0,1.0,10.0,,,,,,,,,,,,,,,,,,11.0,5.0,0.0,4.0,0.0,6.0,8.0,8.0,2.0,18.0,2.0,1.0,1948.0,6.0,20.0,1.0,10.0,11.0,5.0,0.0,4.0,0.0,6.0,8.0,8.0,2.0,18.0,2.0,1.0,1948.0,6.0,20.0,1.0,10.0,15.0,26.0,321
322,Dion Waiters,1,0.9730810599000786,8.0,0.0,5.0,1.0,1.0,3.0,7.0,2.0,2.0,1.0,17.0,0.0,1.0,2010.0,8.0,20.0,0.0,16.0,,,,,,,,,,,,,,,,,,,8.0,0.0,5.0,1.0,1.0,7.0,2.0,2.0,1.0,17.0,0.0,1.0,2010.0,8.0,20.0,0.0,16.0,,,,,,,,,,,,,,,,,,8.0,0.0,5.0,1.0,1.0,7.0,2.0,2.0,1.0,17.0,0.0,1.0,2010.0,8.0,20.0,0.0,16.0,8.0,0.0,5.0,1.0,1.0,7.0,2.0,2.0,1.0,17.0,0.0,1.0,2010.0,8.0,20.0,0.0,16.0,15.0,26.0,322
